"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2018-01-01 ~ 2018-12-31"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 광명시"
"읍면동 : "
"면적 : "
"금액선택 : null ~ null 만원"
"NO","시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적","거래금액(만원)","지분구분","해제사유발생일","거래유형","중개사소재지"
"1","경기도 광명시 가학동","1**","전","자연녹지지역","8m미만","201812","31","1752.00","76,000","","-","-","-"
"2","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","27","99.00","2,293","지분","-","-","-"
"3","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","27","165.00","3,900","지분","-","-","-"
"4","경기도 광명시 가학동","산1**","임야","자연녹지지역","8m미만","201812","26","331.00","6,800","지분","-","-","-"
"5","경기도 광명시 노온사동","산1**","임야","자연녹지지역","-","201812","24","165.00","4,350","지분","-","-","-"
"6","경기도 광명시 가학동","5*","전","자연녹지지역","-","201812","21","2790.00","84,400","","-","-","-"
"7","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","21","66.11","780","지분","-","-","-"
"8","경기도 광명시 가학동","산4*","임야","자연녹지지역","8m미만","201812","21","66.83","1,800","지분","-","-","-"
"9","경기도 광명시 노온사동","산2**","임야","자연녹지지역","-","201812","20","9.90","222","지분","-","-","-"
"10","경기도 광명시 가학동","산3*","임야","자연녹지지역","25m미만","201812","20","330.58","8,900","지분","-","-","-"
"11","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","19","330.00","7,800","지분","-","-","-"
"12","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","19","198.00","4,586","지분","-","-","-"
"13","경기도 광명시 일직동","산6*","임야","개발제한구역","-","201812","17","66.00","3,000","지분","-","-","-"
"14","경기도 광명시 광명동","3**","잡종지","제2종일반주거지역","-","201812","14","2.00","447","","-","-","-"
"15","경기도 광명시 가학동","3**","임야","자연녹지지역","-","201812","14","363.00","18,590","지분","-","-","-"
"16","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","14","165.29","1,950","지분","-","-","-"
"17","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","14","99.17","1,170","지분","-","-","-"
"18","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","14","330.58","3,900","지분","-","-","-"
"19","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","14","115.71","1,365","지분","-","-","-"
"20","경기도 광명시 노온사동","산2*","임야","개발제한구역","-","201812","14","198.35","2,500","지분","-","-","-"
"21","경기도 광명시 광명동","3**","잡종지","제2종일반주거지역","-","201812","14","6.00","1,341","","-","-","-"
"22","경기도 광명시 광명동","3**","대","제2종일반주거지역","8m미만","201812","14","26.00","8,057","","-","-","-"
"23","경기도 광명시 소하동","3**","전","제1종일반주거지역","8m미만","201812","13","482.40","33,787","지분","-","-","-"
"24","경기도 광명시 가학동","산4*","임야","자연녹지지역","25m미만","201812","13","1024.80","22,320","지분","-","-","-"
"25","경기도 광명시 노온사동","산1**","임야","자연녹지지역","-","201812","12","331.00","8,700","지분","-","-","-"
"26","경기도 광명시 광명동","2**","도로","제2종일반주거지역","8m미만","201812","12","18.00","3,500","","-","-","-"
"27","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","11","198.35","2,340","지분","-","-","-"
"28","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","11","99.17","1,170","지분","-","-","-"
"29","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","11","66.11","780","지분","-","-","-"
"30","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","11","66.11","780","지분","-","-","-"
"31","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","11","99.17","1,170","지분","-","-","-"
"32","경기도 광명시 노온사동","9**","답","자연녹지지역","-","201812","10","331.00","17,000","","-","-","-"
"33","경기도 광명시 노온사동","9**","답","자연녹지지역","-","201812","10","331.00","17,000","","-","-","-"
"34","경기도 광명시 노온사동","산1**","임야","자연녹지지역","8m미만","201812","07","165.00","5,200","지분","-","-","-"
"35","경기도 광명시 노온사동","산1**","임야","자연녹지지역","8m미만","201812","06","165.00","5,200","지분","-","-","-"
"36","경기도 광명시 노온사동","6**","답","자연녹지지역","-","201812","05","667.00","21,186","","-","-","-"
"37","경기도 광명시 노온사동","산2**","임야","개발제한구역","-","201812","05","62.80","741","지분","-","-","-"
"38","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","05","99.00","2,340","지분","-","-","-"
"39","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","05","132.00","3,058","지분","-","-","-"
"40","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","05","231.00","5,351","지분","-","-","-"
"41","경기도 광명시 노온사동","6**","임야","자연녹지지역","-","201812","05","50.00","1,170","지분","-","-","-"
"42","경기도 광명시 노온사동","7**","전","자연녹지지역","8m미만","201812","05","4020.00","255,000","","-","-","-"
"43","경기도 광명시 노온사동","6**","답","자연녹지지역","-","201812","05","667.00","21,186","","-","-","-"
