"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 의정부시"
"읍면동 : "
"면적 : "
"금액선택 : null ~ null 만원"
"NO","시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적","거래금액(만원)","지분구분","해제사유발생일","거래유형","중개사소재지"
"1","경기도 의정부시 호원동","1**","대","제2종일반주거지역","25m미만","202212","30","132.00","109,000","","20230323","중개거래","경기 의정부시"
"2","경기도 의정부시 호원동","1**","대","제2종일반주거지역","8m미만","202212","30","132.00","109,000","","20230323","중개거래","경기 의정부시"
"3","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","28","231.00","10,839","지분","-","직거래","-"
"4","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","28","99.00","4,645","지분","-","직거래","-"
"5","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","28","60.00","2,787","지분","-","직거래","-"
"6","경기도 의정부시 용현동","산3*","임야","제2종일반주거지역","-","202212","28","66.00","12,622","","-","직거래","-"
"7","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","28","330.00","15,484","지분","-","직거래","-"
"8","경기도 의정부시 금오동","3**","도로","제3종일반주거지역","-","202212","28","2.78","300","지분","-","직거래","-"
"9","경기도 의정부시 금오동","3**","도로","제3종일반주거지역","-","202212","28","2.78","300","지분","-","직거래","-"
"10","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","28","49.00","2,323","지분","-","직거래","-"
"11","경기도 의정부시 의정부동","5**","대","일반상업지역","12m미만","202212","27","326.60","287,000","","-","직거래","-"
"12","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","27","396.00","18,960","지분","-","직거래","-"
"13","경기도 의정부시 의정부동","3*","답","일반상업지역","12m미만","202212","26","1.51","1,200","지분","-","중개거래","경기 의정부시"
"14","경기도 의정부시 용현동","4**","대","제1종일반주거지역","8m미만","202212","26","172.00","30,500","","-","중개거래","경기 의정부시"
"15","경기도 의정부시 호원동","2**","전","자연녹지지역","-","202212","23","162.54","22,000","지분","-","중개거래","경기 남양주시"
"16","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","23","33.00","1,548","지분","-","직거래","-"
"17","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","23","49.00","2,323","지분","-","직거래","-"
"18","경기도 의정부시 호원동","2**","전","자연녹지지역","-","202212","23","363.58","55,000","지분","-","중개거래","경기 남양주시"
"19","경기도 의정부시 호원동","2**","전","자연녹지지역","-","202212","23","127.64","19,000","지분","-","중개거래","경기 남양주시"
"20","경기도 의정부시 호원동","2**","전","자연녹지지역","-","202212","23","162.54","22,000","지분","-","중개거래","경기 남양주시"
"21","경기도 의정부시 호원동","2**","전","자연녹지지역","-","202212","23","162.54","22,000","지분","-","중개거래","경기 남양주시"
"22","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","22","76.00","3,561","지분","-","직거래","-"
"23","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","22","33.00","1,548","지분","-","직거래","-"
"24","경기도 의정부시 고산동","산5*","임야","개발제한구역","-","202212","21","49.00","2,323","지분","-","직거래","-"
