연월,일,시군구,법정동,번지,지목,용도지역,도로조건,계약면적_m2,거래금액_만원,지분구분,해제일,거래유형,중개사소재지,지구포함,지구
201812,31,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,725,지분,-,-,-,0,
201812,31,안산시 상록구,장하동,6*,전,개발제한구역,8m미만,825.00,17500,,-,-,-,0,
201812,29,안산시 상록구,팔곡이동,1**,답,개발제한구역,8m미만,2717.00,42744,,-,-,-,0,
201812,28,안산시 상록구,일동,산5*,임야,보전녹지지역,-,1617.00,18600,,-,-,-,0,
201812,28,안산시 상록구,일동,산5*,임야,보전녹지지역,8m미만,1617.00,18600,,-,-,-,0,
201812,28,안산시 상록구,일동,산5*,임야,보전녹지지역,8m미만,2072.00,30000,,-,-,-,0,
201812,28,안산시 상록구,일동,산5*,임야,보전녹지지역,8m미만,5114.00,55800,,-,-,-,0,
201812,27,안산시 상록구,팔곡일동,1*,대,개발제한구역,8m미만,32.50,1580,지분,-,-,-,0,
201812,27,안산시 상록구,사동,산1**,임야,보전녹지지역,-,109.00,1779,지분,-,-,-,0,
201812,27,안산시 상록구,팔곡일동,1*,목장용지,개발제한구역,8m미만,148.00,2180,지분,-,-,-,0,
201812,27,안산시 상록구,팔곡일동,산3*,임야,개발제한구역,8m미만,165.00,2400,지분,-,-,-,0,
201812,27,안산시 상록구,팔곡일동,1*,대,개발제한구역,8m미만,46.00,2240,지분,-,-,-,0,
201812,27,안산시 상록구,팔곡일동,1*,잡종지,개발제한구역,8m미만,69.50,1030,지분,-,-,-,0,
201812,27,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,165.00,1579,지분,-,-,-,1,의왕군포안산
201812,27,안산시 상록구,팔곡일동,1*,잡종지,개발제한구역,8m미만,43.00,640,지분,-,-,-,0,
201812,26,안산시 상록구,부곡동,1*,전,개발제한구역,8m미만,660.00,14000,,-,-,-,0,의왕군포안산
201812,26,안산시 상록구,사사동,4**,전,개발제한구역,8m미만,6298.00,94380,,-,-,-,1,의왕군포안산
201812,26,안산시 상록구,사사동,4**,전,개발제한구역,8m미만,1127.00,4830,,-,-,-,1,의왕군포안산
201812,26,안산시 상록구,사사동,산7*,임야,개발제한구역,8m미만,19835.00,90000,,-,-,-,1,의왕군포안산
201812,26,안산시 상록구,사사동,4**,도로,개발제한구역,8m미만,172.00,790,,-,-,-,1,의왕군포안산
201812,26,안산시 상록구,팔곡이동,3**,답,개발제한구역,8m미만,1137.00,19400,,-,-,-,0,
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,992.00,2651,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,165.00,1589,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,66.00,638,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,165.00,1579,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,330.00,3190,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,330.00,3158,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,82.00,766,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,661.00,6316,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,330.00,3158,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,165.00,1595,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,1653.00,4418,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,188.00,1818,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,495.00,4737,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,198.00,1895,지분,-,-,-,1,의왕군포안산
201812,24,안산시 상록구,팔곡일동,3**,전,개발제한구역,8m미만,1002.00,18180,,-,-,-,0,
201812,21,안산시 상록구,사사동,5**,전,개발제한구역,8m미만,4198.00,63500,,-,-,-,1,의왕군포안산
201812,21,안산시 상록구,양상동,산3*,임야,개발제한구역,-,330.58,1450,지분,-,-,-,0,
201812,19,안산시 상록구,사동,산1**,임야,보전녹지지역,-,148.00,2426,지분,-,-,-,0,
201812,18,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,66.00,638,지분,-,-,-,1,의왕군포안산
201812,18,안산시 상록구,장하동,7*,전,개발제한구역,-,1126.00,25916,,-,-,-,0,
201812,18,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,661.00,6316,지분,-,-,-,1,의왕군포안산
201812,17,안산시 상록구,사동,산1**,임야,보전녹지지역,-,82.00,1348,지분,-,-,-,0,
201812,17,안산시 상록구,사사동,산8*,임야,개발제한구역,-,247.00,2369,지분,-,-,-,1,의왕군포안산
201812,17,안산시 상록구,이동,2**,전,보전녹지지역,8m미만,1357.00,36900,,-,-,-,0,
201812,17,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,99.00,957,지분,-,-,-,1,의왕군포안산
201812,16,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,331.00,3158,지분,-,-,-,1,의왕군포안산
201812,15,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,330.00,3158,지분,-,-,-,1,의왕군포안산
201812,15,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,165.00,1579,지분,-,-,-,1,의왕군포안산
201812,15,안산시 상록구,건건동,3**,전,제2종일반주거지역,-,19.00,1800,,-,-,-,1,의왕군포안산
201812,14,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,330.00,3190,지분,-,-,-,1,의왕군포안산
201812,14,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,165.00,1579,지분,-,-,-,1,의왕군포안산
201812,14,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,1647.00,8500,지분,-,-,-,1,의왕군포안산
201812,14,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,208.00,2010,지분,-,-,-,1,의왕군포안산
201812,13,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,128.00,1232,지분,-,-,-,1,의왕군포안산
201812,13,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,201.00,1926,지분,-,-,-,1,의왕군포안산
201812,13,안산시 상록구,일동,산5*,임야,보전녹지지역,-,1041.00,1500,지분,-,-,-,0,
201812,13,안산시 상록구,일동,산5*,임야,보전녹지지역,-,1040.50,1500,지분,-,-,-,0,
201812,13,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,331.00,3158,지분,-,-,-,1,의왕군포안산
201812,13,안산시 상록구,사사동,산4*,임야,개발제한구역,8m미만,4959.00,38000,,-,-,-,1,의왕군포안산
201812,13,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,330.00,3158,지분,-,-,-,1,의왕군포안산
201812,13,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,33.00,316,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,6611.00,15993,,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,165.00,1579,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,165.00,1595,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,부곡동,7**,대,제2종일반주거지역,25m미만,224.90,60000,,-,-,-,0,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,661.00,1599,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,331.00,800,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,1983.00,4798,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,661.00,1599,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,496.00,1200,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,1125.00,2719,지분,-,-,-,1,의왕군포안산
201812,12,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,826.00,1999,지분,-,-,-,1,의왕군포안산
201812,11,안산시 상록구,양상동,산3*,임야,개발제한구역,-,330.00,1450,지분,-,-,-,0,
201812,11,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,725,지분,-,-,-,0,
201812,11,안산시 상록구,팔곡이동,2**,답,개발제한구역,8m미만,965.00,16050,,-,-,-,0,
201812,08,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,1647.00,8500,지분,-,-,-,1,의왕군포안산
201812,07,안산시 상록구,사사동,4**,대,제1종일반주거지역,12m미만,135.00,7500,,-,-,-,1,의왕군포안산
201812,06,안산시 상록구,부곡동,산*,임야,개발제한구역,-,332.00,2880,지분,-,-,-,0,의왕군포안산
201812,06,안산시 상록구,부곡동,산*,임야,개발제한구역,-,528.00,4562,지분,-,-,-,0,의왕군포안산
201812,06,안산시 상록구,사동,1***,대,제2종일반주거지역,25m미만,246.80,67000,,-,-,-,0,
201812,06,안산시 상록구,장상동,*,잡종지,개발제한구역,8m미만,165.00,10900,,-,-,-,0,
201812,04,안산시 상록구,수암동,4**,대,제2종일반주거지역,12m미만,2.42,110,지분,-,-,-,0,
201812,04,안산시 상록구,사동,산1**,임야,보전녹지지역,-,33.00,539,지분,-,-,-,0,
201812,04,안산시 상록구,사동,산1**,임야,보전녹지지역,-,165.00,2695,지분,-,-,-,0,
201812,04,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,1647.00,8500,지분,-,-,-,1,의왕군포안산
201812,04,안산시 상록구,사동,산1**,임야,보전녹지지역,-,66.00,1078,지분,-,-,-,0,
201812,03,안산시 상록구,장상동,4**,전,자연녹지지역,-,330.00,16500,,-,-,-,0,
201812,01,안산시 상록구,수암동,산1*,임야,개발제한구역,8m미만,8.50,15,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,3306.00,9121,지분,-,-,-,0,
201812,01,안산시 상록구,부곡동,산*,임야,개발제한구역,-,3.00,9,지분,-,-,-,0,의왕군포안산
201812,01,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,3636.00,10033,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,3537.00,9760,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,165.00,456,지분,-,-,-,0,
201812,01,안산시 상록구,수암동,산1*,임야,개발제한구역,8m미만,10.50,12,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,4629.00,12770,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,992.00,2736,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,4134.00,11401,지분,-,-,-,0,
201812,01,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,332.00,900,지분,-,-,-,0,의왕군포안산
201812,01,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,2645.00,7297,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,330.00,912,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,9290.00,25630,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,165.00,456,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,2413.00,6658,지분,-,-,-,0,
201812,01,안산시 상록구,팔곡이동,산*,임야,자연녹지지역,-,826.00,2280,지분,-,-,-,0,
201812,01,안산시 상록구,건건동,2**,답,개발제한구역,8m미만,337.00,17000,,-,-,-,1,의왕군포안산
201812,01,안산시 상록구,건건동,2**,도로,개발제한구역,8m미만,12.00,100,,-,-,-,1,의왕군포안산
201811,30,안산시 상록구,팔곡이동,7*,공장용지,일반공업지역,12m미만,18.82,578,지분,-,-,-,0,
201811,30,안산시 상록구,사동,산1**,임야,보전녹지지역,-,247.00,4043,지분,-,-,-,0,
201811,30,안산시 상록구,양상동,1**,전,개발제한구역,25m미만,1428.00,62640,,-,-,-,0,
201811,30,안산시 상록구,장상동,*,잡종지,개발제한구역,8m미만,152.00,11900,,-,-,-,0,
201811,30,안산시 상록구,팔곡이동,6*,전,일반공업지역,12m미만,20.10,617,지분,-,-,-,0,
201811,30,안산시 상록구,팔곡이동,7*,답,일반공업지역,12m미만,21.00,644,지분,-,-,-,0,
201811,30,안산시 상록구,팔곡이동,6*,답,일반공업지역,12m미만,9.92,304,지분,-,-,-,0,
201811,30,안산시 상록구,팔곡이동,6*,답,일반공업지역,12m미만,36.26,1113,지분,-,-,-,0,
201811,28,안산시 상록구,팔곡이동,4**,답,자연녹지지역,25m이상,84.00,12000,,-,-,-,0,
201811,27,안산시 상록구,양상동,산3*,임야,개발제한구역,-,397.00,1740,지분,-,-,-,0,
201811,27,안산시 상록구,양상동,산3*,임야,개발제한구역,-,232.00,1015,지분,-,-,-,0,
201811,27,안산시 상록구,양상동,산3*,임야,개발제한구역,-,33.00,145,지분,-,-,-,0,
201811,23,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,205,지분,-,-,-,0,
201811,23,안산시 상록구,팔곡이동,3**,답,개발제한구역,8m미만,1640.00,16370,,-,-,-,0,
201811,21,안산시 상록구,팔곡이동,4**,전,개발제한구역,25m이상,615.00,93000,,-,-,-,0,
201811,16,안산시 상록구,수암동,산1*,임야,용도미지정,-,16529.00,27825,,-,-,-,0,
201811,16,안산시 상록구,수암동,산1*,임야,개발제한구역,8m미만,6364.00,10710,지분,-,-,-,0,
201811,16,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,330.00,3158,지분,-,-,-,1,의왕군포안산
201811,16,안산시 상록구,수암동,산1*,임야,개발제한구역,8m미만,19388.00,32640,지분,-,-,-,0,
201811,16,안산시 상록구,수암동,산1*,임야,자연녹지지역,-,8364.00,14080,지분,-,-,-,0,
201811,16,안산시 상록구,수암동,산1*,임야,자연녹지지역,8m미만,8165.00,13745,지분,-,-,-,0,
201811,15,안산시 상록구,부곡동,2**,전,개발제한구역,8m미만,194.00,2933,지분,-,-,-,0,의왕군포안산
201811,14,안산시 상록구,양상동,7*,전,개발제한구역,-,1719.00,23400,,-,-,-,0,
201811,13,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,165.00,1595,지분,-,-,-,1,의왕군포안산
201811,13,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,231.00,2211,지분,-,-,-,1,의왕군포안산
201811,13,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,165.00,1579,지분,-,-,-,1,의왕군포안산
201811,13,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,165.00,1579,지분,-,-,-,1,의왕군포안산
201811,13,안산시 상록구,양상동,9*,전,개발제한구역,8m미만,1179.00,19500,,-,-,-,0,
201811,12,안산시 상록구,장하동,1**,전,개발제한구역,8m미만,1018.00,29000,,-,-,-,0,
201811,12,안산시 상록구,팔곡일동,2**,하천,자연녹지지역,-,9.00,575,,-,-,-,0,
201811,12,안산시 상록구,수암동,2**,전,개발제한구역,8m미만,195.00,3500,,-,-,-,0,
201811,12,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,165.00,1595,지분,-,-,-,1,의왕군포안산
201811,08,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,417.00,1575,,-,-,-,0,
201811,08,안산시 상록구,팔곡이동,산*,임야,개발제한구역,25m미만,22108.00,84113,,-,-,-,0,
201811,08,안산시 상록구,팔곡일동,2**,전,개발제한구역,-,165.29,1500,지분,-,-,-,0,
201811,08,안산시 상록구,팔곡일동,1*,전,개발제한구역,-,4298.00,64572,지분,-,-,-,0,
201811,08,안산시 상록구,팔곡일동,1*,도로,개발제한구역,8m미만,28.50,428,지분,-,-,-,0,
201811,08,안산시 상록구,팔곡이동,산*,임야,개발제한구역,-,87.00,312,,-,-,-,0,
201811,07,안산시 상록구,부곡동,산*,임야,개발제한구역,8m미만,991.00,8640,지분,-,-,-,0,의왕군포안산
201811,07,안산시 상록구,팔곡일동,산3*,임야,개발제한구역,8m미만,132.00,1920,지분,-,-,-,0,
201811,07,안산시 상록구,장하동,1**,답,개발제한구역,-,2169.00,27000,,-,-,-,0,
201811,06,안산시 상록구,팔곡일동,산3*,임야,개발제한구역,8m미만,115.00,1680,지분,-,-,-,0,
201811,06,안산시 상록구,팔곡일동,산3*,임야,개발제한구역,8m미만,82.00,1200,지분,-,-,-,0,
201811,06,안산시 상록구,팔곡일동,3**,전,개발제한구역,8m미만,1002.00,18180,,-,-,-,0,
201811,05,안산시 상록구,팔곡이동,*,잡종지,개발제한구역,25m미만,946.00,60000,,-,-,-,0,
201811,05,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,66.00,553,지분,-,-,-,0,의왕군포안산
201811,05,안산시 상록구,팔곡일동,산3*,임야,개발제한구역,8m미만,396.00,5760,지분,-,-,-,0,
201811,05,안산시 상록구,사동,산1**,임야,보전녹지지역,-,66.00,1078,지분,-,-,-,0,
201811,05,안산시 상록구,팔곡이동,*,잡종지,개발제한구역,25m미만,99.00,7000,,-,-,-,0,
201811,05,안산시 상록구,사동,산1**,임야,보전녹지지역,-,50.00,809,지분,-,-,-,0,
201811,05,안산시 상록구,사동,산1**,임야,보전녹지지역,-,99.00,1617,지분,-,-,-,0,
201811,05,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,330.00,2851,지분,-,-,-,0,의왕군포안산
201811,05,안산시 상록구,팔곡이동,*,답,개발제한구역,8m미만,3898.00,42600,,-,-,-,0,
201811,05,안산시 상록구,팔곡이동,*,답,개발제한구역,8m미만,982.00,10700,,-,-,-,0,
201811,05,안산시 상록구,팔곡이동,*,잡종지,개발제한구역,25m미만,623.00,40000,,-,-,-,0,
201811,05,안산시 상록구,팔곡이동,*,잡종지,개발제한구역,-,1474.00,96000,,-,-,-,0,
201811,05,안산시 상록구,팔곡이동,*,답,개발제한구역,-,344.00,3700,,-,-,-,0,
201811,02,안산시 상록구,양상동,2**,전,개발제한구역,8m미만,499.00,18050,,-,-,-,0,
201811,02,안산시 상록구,양상동,2**,전,자연녹지지역,-,499.00,18050,,-,-,-,0,
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,8596.00,21701,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,건건동,6**,도로,제2종일반주거지역,12m미만,15.00,900,,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,661.00,1669,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,1322.00,3339,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,4298.00,10850,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,1818.00,4591,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,3802.00,9598,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,4033.00,10183,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,1157.00,2921,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,3306.00,8346,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,5455.00,13772,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,1983.00,5008,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,1653.00,4173,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,7768.00,19614,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,개발제한구역,8m미만,1983.00,5008,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,사사동,산1*,임야,자연녹지지역,-,3306.00,8346,지분,-,-,-,1,의왕군포안산
201811,01,안산시 상록구,팔곡일동,산3*,임야,개발제한구역,8m미만,165.00,2400,지분,-,-,-,0,
201811,01,안산시 상록구,장하동,1**,전,자연녹지지역,-,992.00,40500,,-,-,-,0,
201810,31,안산시 상록구,수암동,산*,임야,개발제한구역,-,14083.00,29800,,-,-,-,0,
201810,31,안산시 상록구,본오동,5**,전,개발제한구역,8m미만,823.00,19920,,-,-,-,0,
201810,31,안산시 상록구,사동,산5*,임야,보전녹지지역,-,183.00,1301,지분,-,-,-,0,
201810,31,안산시 상록구,본오동,산9*,임야,보전녹지지역,-,806.61,10712,,-,-,-,0,
201810,29,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,4625.00,13115,지분,-,-,-,0,의왕군포안산
201810,29,안산시 상록구,부곡동,산*,임야,개발제한구역,-,1094.00,3094,지분,-,-,-,0,의왕군포안산
201810,29,안산시 상록구,수암동,산1*,임야,개발제한구역,8m미만,165.00,745,지분,-,-,-,0,
201810,25,안산시 상록구,양상동,산3*,임야,개발제한구역,-,662.00,2900,지분,-,-,-,0,
201810,25,안산시 상록구,부곡동,*,임야,개발제한구역,-,339.00,4100,,-,-,-,0,의왕군포안산
201810,24,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,725,지분,-,-,-,0,
201810,24,안산시 상록구,장상동,9*,답,개발제한구역,-,148.00,6400,,-,-,-,0,
201810,23,안산시 상록구,팔곡일동,4**,답,개발제한구역,8m미만,878.00,16200,,-,-,-,0,
201810,23,안산시 상록구,장하동,7*,전,자연녹지지역,-,599.00,25340,,-,-,-,0,
201810,22,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,1983.00,4798,지분,-,-,-,1,의왕군포안산
201810,22,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,661.00,1599,지분,-,-,-,1,의왕군포안산
201810,22,안산시 상록구,사사동,산3*,임야,개발제한구역,8m미만,992.00,2399,지분,-,-,-,1,의왕군포안산
201810,22,안산시 상록구,사사동,산3*,임야,자연녹지지역,-,1323.00,3199,지분,-,-,-,1,의왕군포안산
201810,19,안산시 상록구,사동,산1**,임야,보전녹지지역,-,66.00,1078,지분,-,-,-,0,
201810,19,안산시 상록구,사동,산1**,임야,보전녹지지역,-,165.00,2695,지분,-,-,-,0,
201810,19,안산시 상록구,사동,산1**,임야,보전녹지지역,-,33.00,539,지분,-,-,-,0,
201810,18,안산시 상록구,부곡동,산*,임야,개발제한구역,-,280.00,2448,지분,-,-,-,0,의왕군포안산
201810,17,안산시 상록구,부곡동,산*,임야,개발제한구역,-,99.00,855,지분,-,-,-,0,의왕군포안산
201810,17,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,725,지분,-,-,-,0,
201810,17,안산시 상록구,팔곡일동,5*,전,개발제한구역,12m미만,377.00,8500,,-,-,-,0,
201810,17,안산시 상록구,부곡동,산*,임야,개발제한구역,-,231.00,1996,지분,-,-,-,0,의왕군포안산
201810,17,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,99.00,855,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,495.00,4277,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,건건동,8**,전,개발제한구역,25m이상,119.00,5220,지분,-,-,-,1,의왕군포안산
201810,16,안산시 상록구,장하동,7*,전,자연녹지지역,-,330.00,15000,,-,-,-,0,
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,661.00,5702,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,558.00,4819,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,181.00,1521,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,8m미만,962.00,3288,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,8m미만,234.71,802,지분,-,-,-,0,의왕군포안산
201810,16,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,330.00,2851,지분,-,-,-,0,의왕군포안산
201810,13,안산시 상록구,장상동,3**,전,개발제한구역,-,3164.00,40000,,-,-,-,0,
201810,12,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,82.00,713,지분,-,-,-,0,의왕군포안산
201810,12,안산시 상록구,양상동,산3*,임야,개발제한구역,-,330.00,1450,지분,-,-,-,0,
201810,11,안산시 상록구,부곡동,산*,임야,개발제한구역,25m이상,661.00,5760,지분,-,-,-,0,의왕군포안산
201810,11,안산시 상록구,팔곡일동,6**,답,자연녹지지역,25m이상,761.00,20699,,-,-,-,0,
201810,11,안산시 상록구,장상동,2**,전,제1종일반주거지역,8m미만,354.00,30000,,-,-,-,0,
201810,10,안산시 상록구,부곡동,산*,임야,개발제한구역,8m미만,330.00,1130,지분,-,-,-,0,의왕군포안산
201810,10,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,725,지분,-,-,-,0,
201810,08,안산시 상록구,사동,산1**,임야,보전녹지지역,-,248.00,4043,지분,-,-,-,0,
201810,08,안산시 상록구,사동,산1**,임야,보전녹지지역,-,132.00,2156,지분,-,-,-,0,
201810,08,안산시 상록구,사동,산1**,임야,보전녹지지역,-,330.00,5390,지분,-,-,-,0,
201810,08,안산시 상록구,사동,산1**,임야,보전녹지지역,-,165.00,2695,지분,-,-,-,0,
201810,06,안산시 상록구,수암동,1**,답,개발제한구역,8m미만,1299.00,21970,,-,-,-,0,
201810,06,안산시 상록구,수암동,1**,답,개발제한구역,8m미만,1302.00,22030,,-,-,-,0,
201810,06,안산시 상록구,장상동,3**,답,제1종일반주거지역,8m미만,14.00,1120,,-,-,-,0,
201810,06,안산시 상록구,장상동,3**,답,제1종일반주거지역,8m미만,11.00,880,,-,-,-,0,
201810,06,안산시 상록구,장상동,3*,잡종지,개발제한구역,8m미만,278.00,21000,,-,-,-,0,
201810,06,안산시 상록구,장상동,3*,잡종지,개발제한구역,8m미만,19.20,348,지분,-,-,-,0,
201810,06,안산시 상록구,장상동,3*,잡종지,개발제한구역,8m미만,255.00,19250,,-,-,-,0,
201810,06,안산시 상록구,장상동,3*,잡종지,개발제한구역,8m미만,13.80,252,지분,-,-,-,0,
201810,05,안산시 상록구,부곡동,산5*,임야,보전녹지지역,25m이상,129.26,500,지분,-,-,-,0,의왕군포안산
201810,04,안산시 상록구,본오동,5**,답,개발제한구역,8m미만,496.00,6500,,-,-,-,0,
201810,03,안산시 상록구,양상동,산3*,임야,개발제한구역,-,165.00,725,지분,-,-,-,0,
201810,02,안산시 상록구,팔곡일동,3*,도로,개발제한구역,8m미만,37.50,300,지분,-,-,-,0,
201810,02,안산시 상록구,팔곡일동,3*,전,개발제한구역,8m미만,304.50,8000,지분,-,-,-,0,
201810,02,안산시 상록구,팔곡일동,4*,도로,개발제한구역,12m미만,28.50,200,지분,-,-,-,0,
