연월,일,시군구,법정동,번지,지목,용도지역,도로조건,계약면적_m2,거래금액_만원,지분구분,해제일,거래유형,중개사소재지,지구포함
201812,31,경기도 광명시,가학동,1**,전,자연녹지지역,8m미만,1752.00,76000,,-,-,-,1
201812,27,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,99.00,2293,지분,-,-,-,1
201812,27,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,165.00,3900,지분,-,-,-,1
201812,26,경기도 광명시,가학동,산1**,임야,자연녹지지역,8m미만,331.00,6800,지분,-,-,-,1
201812,24,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,165.00,4350,지분,-,-,-,1
201812,21,경기도 광명시,가학동,5*,전,자연녹지지역,-,2790.00,84400,,-,-,-,1
201812,21,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,66.11,780,지분,-,-,-,1
201812,21,경기도 광명시,가학동,산4*,임야,자연녹지지역,8m미만,66.83,1800,지분,-,-,-,1
201812,20,경기도 광명시,노온사동,산2**,임야,자연녹지지역,-,9.90,222,지분,-,-,-,1
201812,20,경기도 광명시,가학동,산3*,임야,자연녹지지역,25m미만,330.58,8900,지분,-,-,-,1
201812,19,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,330.00,7800,지분,-,-,-,1
201812,19,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,198.00,4586,지분,-,-,-,1
201812,17,경기도 광명시,일직동,산6*,임야,개발제한구역,-,66.00,3000,지분,-,-,-,0
201812,14,경기도 광명시,광명동,3**,잡종지,제2종일반주거지역,-,2.00,447,,-,-,-,1
201812,14,경기도 광명시,가학동,3**,임야,자연녹지지역,-,363.00,18590,지분,-,-,-,1
201812,14,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,165.29,1950,지분,-,-,-,1
201812,14,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,99.17,1170,지분,-,-,-,1
201812,14,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,330.58,3900,지분,-,-,-,1
201812,14,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,115.71,1365,지분,-,-,-,1
201812,14,경기도 광명시,노온사동,산2*,임야,개발제한구역,-,198.35,2500,지분,-,-,-,1
201812,14,경기도 광명시,광명동,3**,잡종지,제2종일반주거지역,-,6.00,1341,,-,-,-,1
201812,14,경기도 광명시,광명동,3**,대,제2종일반주거지역,8m미만,26.00,8057,,-,-,-,1
201812,13,경기도 광명시,소하동,3**,전,제1종일반주거지역,8m미만,482.40,33787,지분,-,-,-,0
201812,13,경기도 광명시,가학동,산4*,임야,자연녹지지역,25m미만,1024.80,22320,지분,-,-,-,1
201812,12,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,331.00,8700,지분,-,-,-,1
201812,12,경기도 광명시,광명동,2**,도로,제2종일반주거지역,8m미만,18.00,3500,,-,-,-,1
201812,11,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,198.35,2340,지분,-,-,-,1
201812,11,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,99.17,1170,지분,-,-,-,1
201812,11,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,66.11,780,지분,-,-,-,1
201812,11,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,66.11,780,지분,-,-,-,1
201812,11,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,99.17,1170,지분,-,-,-,1
201812,10,경기도 광명시,노온사동,9**,답,자연녹지지역,-,331.00,17000,,-,-,-,1
201812,10,경기도 광명시,노온사동,9**,답,자연녹지지역,-,331.00,17000,,-,-,-,1
201812,07,경기도 광명시,노온사동,산1**,임야,자연녹지지역,8m미만,165.00,5200,지분,-,-,-,1
201812,06,경기도 광명시,노온사동,산1**,임야,자연녹지지역,8m미만,165.00,5200,지분,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,답,자연녹지지역,-,667.00,21186,,-,-,-,1
201812,05,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,62.80,741,지분,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,99.00,2340,지분,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,132.00,3058,지분,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,231.00,5351,지분,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,50.00,1170,지분,-,-,-,1
201812,05,경기도 광명시,노온사동,7**,전,자연녹지지역,8m미만,4020.00,255000,,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,답,자연녹지지역,-,667.00,21186,,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,답,자연녹지지역,-,759.00,24108,,-,-,-,1
201812,05,경기도 광명시,노온사동,6**,답,자연녹지지역,-,333.00,10577,,-,-,-,1
201812,04,경기도 광명시,가학동,3*,전,자연녹지지역,8m미만,813.00,24000,,-,-,-,1
201812,04,경기도 광명시,노온사동,7**,답,자연녹지지역,8m미만,115.00,4000,,-,-,-,1
201812,04,경기도 광명시,노온사동,7**,답,자연녹지지역,8m미만,47.00,2500,,-,-,-,1
201812,04,경기도 광명시,소하동,9**,대,제2종일반주거지역,25m이상,4.00,1710,,-,-,-,0
201812,03,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,36.36,429,지분,-,-,-,1
201812,01,경기도 광명시,노온사동,산7*,임야,개발제한구역,8m미만,168.00,1102,지분,-,-,-,1
201811,30,경기도 광명시,노온사동,산1**,임야,자연녹지지역,8m미만,198.00,6240,지분,-,-,-,1
201811,29,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,165.00,3900,지분,-,-,-,1
201811,29,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,119.00,2752,지분,-,-,-,1
201811,28,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,182.00,4290,지분,-,-,-,1
201811,28,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,165.00,3822,지분,-,-,-,1
201811,27,경기도 광명시,가학동,산4*,임야,자연녹지지역,8m미만,1589.51,17700,지분,-,-,-,1
201811,26,경기도 광명시,가학동,3**,임야,자연녹지지역,-,992.00,48000,,-,-,-,1
201811,26,경기도 광명시,가학동,산2*,임야,개발제한구역,8m미만,100.83,537,지분,-,-,-,1
201811,26,경기도 광명시,가학동,산2*,임야,개발제한구역,8m미만,330.76,1690,지분,-,-,-,1
201811,26,경기도 광명시,가학동,2**,임야,자연녹지지역,-,1074.00,21000,지분,-,-,-,1
201811,25,경기도 광명시,가학동,산8*,임야,개발제한구역,-,198.00,1135,지분,-,-,-,1
201811,23,경기도 광명시,광명동,1**,도로,제2종일반주거지역,8m미만,1.38,92,지분,-,-,-,1
201811,23,경기도 광명시,노온사동,산1**,임야,자연녹지지역,8m미만,561.00,11850,지분,-,-,-,1
201811,19,경기도 광명시,소하동,산2*,임야,제1종일반주거지역,-,108.00,5000,,-,-,-,0
201811,15,경기도 광명시,가학동,산9*,임야,자연녹지지역,-,2024.00,38570,,-,-,-,1
201811,15,경기도 광명시,가학동,8**,전,자연녹지지역,-,330.00,12000,지분,-,-,-,1
201811,15,경기도 광명시,가학동,산9*,임야,자연녹지지역,-,1297.00,24700,,-,-,-,1
201811,13,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,165.00,4350,지분,-,-,-,1
201811,13,경기도 광명시,가학동,산3*,임야,자연녹지지역,25m미만,99.17,2620,지분,-,-,-,1
201811,12,경기도 광명시,광명동,2**,도로,제2종일반주거지역,8m미만,24.00,5760,지분,-,-,-,1
201811,12,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,66.00,1740,지분,-,-,-,1
201811,09,경기도 광명시,노온사동,6**,전,자연녹지지역,8m미만,1396.00,66290,,-,-,-,1
201811,08,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,132.00,3480,지분,-,-,-,1
201811,08,경기도 광명시,가학동,산2*,임야,개발제한구역,8m미만,376.86,2041,지분,-,-,-,1
201811,07,경기도 광명시,옥길동,4**,답,자연녹지지역,8m미만,69.00,6000,,-,-,-,1
201811,07,경기도 광명시,일직동,산6*,임야,개발제한구역,-,66.00,3000,지분,-,-,-,0
201811,05,경기도 광명시,노온사동,산7*,임야,개발제한구역,8m미만,335.00,5890,지분,-,-,-,1
201811,05,경기도 광명시,일직동,산6*,임야,개발제한구역,-,231.00,10500,지분,-,-,-,0
201811,05,경기도 광명시,소하동,8**,대,제1종일반주거지역,-,103.00,40579,지분,-,-,-,0
201811,03,경기도 광명시,하안동,산1**,임야,개발제한구역,-,33.00,570,지분,-,-,-,0
201811,02,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,132.00,1560,지분,-,-,-,0
201811,02,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,165.00,1950,지분,-,-,-,0
201811,02,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,165.00,1950,지분,-,-,-,0
201811,02,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,99.00,1170,지분,-,-,-,0
201811,02,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,85.00,1014,지분,-,-,-,0
201811,02,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,99.18,1170,지분,-,-,-,1
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,211.00,636,,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,4298.00,15091,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,331.00,3900,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,3141.00,11039,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,429.00,5070,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,202.00,2379,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,991.00,11700,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,496.00,5850,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,436.00,5148,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,231.00,2730,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,315.00,3705,지분,-,-,-,0
201811,01,경기도 광명시,노온사동,산7*,임야,개발제한구역,8m미만,165.00,2745,지분,-,-,-,1
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,264.00,3120,지분,-,-,-,0
201811,01,경기도 광명시,하안동,산4*,임야,개발제한구역,-,331.00,3590,지분,-,-,-,0
201811,01,경기도 광명시,하안동,산4*,임야,개발제한구역,-,619.00,6646,지분,-,-,-,0
201811,01,경기도 광명시,하안동,산4*,임야,개발제한구역,-,165.00,1705,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,595.00,2092,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,1653.00,19500,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,148.00,1755,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,132.00,1560,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,156.48,1950,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,33.00,390,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,661.00,7800,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,199.00,2340,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,82.00,975,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,2512.00,8832,지분,-,-,-,0
201811,01,경기도 광명시,하안동,산4*,임야,개발제한구역,-,99.00,1066,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,834.90,9867,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,66.00,780,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,99.00,1170,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,761.00,8970,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,172.00,2028,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,33.00,390,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,827.00,9750,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,5471.00,19232,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,5590.00,19632,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,16529.00,58042,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,12066.00,42371,지분,-,-,-,0
201811,01,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,2109.00,7406,지분,-,-,-,0
201810,31,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,90.00,1404,지분,-,-,-,0
201810,31,경기도 광명시,가학동,산4*,임야,자연녹지지역,25m미만,264.46,7120,지분,-,-,-,1
201810,31,경기도 광명시,광명동,2**,대,제2종일반주거지역,8m미만,89.00,16000,,-,-,-,1
201810,31,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,448.00,7020,지분,-,-,-,0
201810,31,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,165.00,1950,지분,-,-,-,0
201810,30,경기도 광명시,가학동,산4*,임야,자연녹지지역,-,42.65,960,지분,-,-,-,1
201810,30,경기도 광명시,가학동,4**,전,자연녹지지역,-,926.00,53200,,-,-,-,1
201810,30,경기도 광명시,가학동,산4*,임야,자연녹지지역,8m미만,1272.77,14240,지분,-,-,-,1
201810,29,경기도 광명시,노온사동,3**,전,자연녹지지역,-,2314.00,102000,,-,-,-,1
201810,29,경기도 광명시,하안동,8**,대,자연녹지지역,-,790.70,249355,,-,-,-,0
201810,29,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,331.00,8700,지분,-,-,-,1
201810,29,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,429.00,11310,지분,-,-,-,1
201810,29,경기도 광명시,소하동,1**,대,제1종일반주거지역,8m미만,135.00,44000,,-,-,-,0
201810,26,경기도 광명시,가학동,산3*,임야,자연녹지지역,25m미만,330.58,8450,지분,-,-,-,1
201810,26,경기도 광명시,하안동,8**,대,제1종일반주거지역,12m미만,764.60,291060,,-,-,-,0
201810,26,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,99.00,2610,지분,-,-,-,1
201810,26,경기도 광명시,하안동,8**,대,제1종일반주거지역,25m미만,1526.80,555153,,-,-,-,0
201810,26,경기도 광명시,일직동,산6*,임야,개발제한구역,-,148.50,6750,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,66.11,780,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,대,개발제한구역,8m미만,231.40,2730,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,495.87,5850,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,181.81,2145,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,991.73,11700,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,70.59,834,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,297.00,3510,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,1322.31,15600,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,264.46,3120,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,268.00,3159,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,528.00,6240,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,120.00,1404,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,49.59,585,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,1652.89,19500,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,165.28,1950,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,33.00,390,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,99.17,1170,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,826.94,9750,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,330.58,3900,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,7.59,101,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,99.00,1170,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,28.74,390,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,5590.00,19632,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,363.00,4290,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,149.00,1755,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,105.79,1248,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,132.23,1560,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,64.83,765,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,347.10,4095,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,195.04,2301,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,198.34,2340,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,85.95,1014,지분,-,-,-,0
201810,25,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,661.22,7800,지분,-,-,-,0
201810,25,경기도 광명시,가학동,1***,답,자연녹지지역,8m미만,528.00,27200,,-,-,-,1
201810,24,경기도 광명시,하안동,산1**,임야,개발제한구역,-,9023.00,13000,,-,-,-,0
201810,24,경기도 광명시,소하동,7**,전,자연녹지지역,-,836.00,67000,,-,-,-,0
201810,24,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,9917.00,36000,,-,-,-,1
201810,24,경기도 광명시,노온사동,산2**,임야,자연녹지지역,-,152.25,800,지분,-,-,-,1
201810,24,경기도 광명시,노온사동,산2**,임야,자연녹지지역,-,5311.50,27500,지분,-,-,-,1
201810,24,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,165.00,2100,지분,-,-,-,0
201810,24,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,330.00,4690,지분,-,-,-,0
201810,22,경기도 광명시,가학동,산1**,임야,개발제한구역,12m미만,340.00,12000,지분,-,-,-,1
201810,22,경기도 광명시,가학동,산2*,임야,개발제한구역,8m미만,165.38,845,지분,-,-,-,1
201810,22,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,165.00,1990,지분,-,-,-,0
201810,20,경기도 광명시,광명동,3*,대,준주거지역,8m미만,27.15,11000,지분,-,-,-,1
201810,19,경기도 광명시,가학동,3**,임야,자연녹지지역,-,1324.00,67600,,-,-,-,1
201810,19,경기도 광명시,가학동,3**,임야,자연녹지지역,-,1157.00,64210,,-,-,-,1
201810,19,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,660.00,7960,지분,-,-,-,0
201810,18,경기도 광명시,일직동,산6*,임야,개발제한구역,-,49.50,2250,지분,-,-,-,0
201810,18,경기도 광명시,일직동,산6*,임야,개발제한구역,-,165.00,7500,지분,-,-,-,0
201810,17,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,331.00,3900,지분,-,-,-,0
201810,17,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,165.00,4350,지분,-,-,-,1
201810,17,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,495.00,13050,지분,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,4259.00,26000,,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,16247.00,99240,,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,3.00,20,,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,148.00,900,지분,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,4258.00,26000,,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,485.00,3000,지분,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,10162.00,62045,,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,426.00,2600,지분,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,13754.00,83960,,-,-,-,1
201810,16,경기도 광명시,가학동,3**,임야,자연녹지지역,-,558.00,3400,지분,-,-,-,1
201810,16,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,1157.00,13930,지분,-,-,-,0
201810,16,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,661.00,7800,지분,-,-,-,0
201810,15,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,245.00,2886,지분,-,-,-,0
201810,13,경기도 광명시,가학동,산4*,임야,자연녹지지역,-,169.49,4050,지분,-,-,-,1
201810,12,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,495.00,5850,지분,-,-,-,0
201810,12,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,330.00,3900,지분,-,-,-,0
201810,11,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,661.00,7800,지분,-,-,-,0
201810,11,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,99.00,1170,지분,-,-,-,0
201810,11,경기도 광명시,일직동,산6*,임야,개발제한구역,-,49.50,2250,지분,-,-,-,0
201810,11,경기도 광명시,노온사동,산2**,임야,개발제한구역,-,85.95,1014,지분,-,-,-,1
201810,10,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,429.00,5070,지분,-,-,-,0
201810,10,경기도 광명시,가학동,산4*,임야,자연녹지지역,-,33.06,750,지분,-,-,-,1
201810,10,경기도 광명시,하안동,산4*,임야,개발제한구역,-,330.00,3590,지분,-,-,-,0
201810,09,경기도 광명시,노온사동,산1**,임야,자연녹지지역,-,495.00,13050,지분,-,-,-,1
201810,09,경기도 광명시,가학동,산1**,임야,개발제한구역,12m미만,83.00,3000,지분,-,-,-,1
201810,08,경기도 광명시,광명동,3*,대,준주거지역,8m미만,61.60,100,,-,-,-,1
201810,08,경기도 광명시,옥길동,2**,답,자연녹지지역,8m미만,387.00,15000,,-,-,-,1
201810,05,경기도 광명시,가학동,4**,전,자연녹지지역,-,2516.00,76100,,-,-,-,1
201810,05,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,231.00,3640,지분,-,-,-,0
201810,05,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,66.00,938,지분,-,-,-,0
201810,05,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,49802.00,131012,,-,-,-,0
201810,05,경기도 광명시,하안동,5**,대,개발제한구역,8m미만,36192.00,128728,,-,-,-,0
201810,05,경기도 광명시,하안동,5**,임야,개발제한구역,8m미만,211.00,260,,-,-,-,0
201810,05,경기도 광명시,일직동,산6*,임야,개발제한구역,-,76.00,3450,지분,-,-,-,0
201810,05,경기도 광명시,하안동,산1**,임야,개발제한구역,8m미만,66.00,1040,지분,-,-,-,0
201810,04,경기도 광명시,하안동,산7*,임야,개발제한구역,-,661.00,6000,,-,-,-,0
201810,04,경기도 광명시,노온사동,2**,답,자연녹지지역,-,1488.00,54000,,-,-,-,1
201810,02,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,4122.00,24300,,-,-,-,1
201810,02,경기도 광명시,가학동,산4*,임야,자연녹지지역,-,37.23,845,지분,-,-,-,1
201810,02,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,4122.00,24300,,-,-,-,1
201810,02,경기도 광명시,노온사동,2**,전,자연녹지지역,8m미만,2668.00,96500,,-,-,-,1
201810,02,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,4122.00,24300,,-,-,-,1
201810,02,경기도 광명시,노온사동,6**,임야,자연녹지지역,-,4122.00,24300,,-,-,-,1
201810,02,경기도 광명시,노온사동,6**,임야,개발제한구역,-,4121.00,24367,,-,-,-,1
201810,01,경기도 광명시,일직동,산6*,임야,개발제한구역,-,72.70,3300,지분,-,-,-,0
201810,01,경기도 광명시,가학동,산1**,임야,개발제한구역,12m미만,83.00,3000,지분,-,-,-,1
201810,01,경기도 광명시,옥길동,4**,도로,자연녹지지역,8m미만,51.00,1750,,-,-,-,1
201810,01,경기도 광명시,옥길동,4**,도로,자연녹지지역,8m미만,46.00,1580,,-,-,-,1
201810,01,경기도 광명시,옥길동,4**,대,자연녹지지역,8m미만,119.00,17000,,-,-,-,1
201810,01,경기도 광명시,옥길동,4**,전,자연녹지지역,-,190.00,7200,,-,-,-,1
201810,01,경기도 광명시,옥길동,4**,전,자연녹지지역,-,249.00,9470,,-,-,-,1
201810,01,경기도 광명시,가학동,6**,답,자연녹지지역,8m미만,1983.48,84000,지분,-,-,-,1
201810,01,경기도 광명시,일직동,산6*,임야,개발제한구역,-,33.00,1500,지분,-,-,-,0
201810,01,경기도 광명시,소하동,5**,전,개발제한구역,12m미만,200.00,18000,,-,-,-,0
201809,29,경기도 광명시,가학동,3**,임야,자연녹지지역,-,198.00,10140,지분,-,-,-,1
201809,29,경기도 광명시,가학동,3**,임야,자연녹지지역,-,496.00,28350,,-,-,-,1
201809,28,경기도 광명시,가학동,6**,답,자연녹지지역,8m미만,1024.78,43400,지분,-,-,-,1
201809,28,경기도 광명시,소하동,3**,대,제1종일반주거지역,8m미만,134.00,44000,,-,-,-,0
201809,28,경기도 광명시,일직동,산6*,임야,개발제한구역,-,33.00,1500,지분,-,-,-,0
201809,27,경기도 광명시,가학동,2**,전,자연녹지지역,8m미만,633.00,36300,,-,-,-,1
201809,27,경기도 광명시,가학동,산2*,임야,개발제한구역,8m미만,330.58,1790,지분,-,-,-,1
201809,23,경기도 광명시,가학동,3**,임야,자연녹지지역,-,82.60,4225,지분,-,-,-,1
201809,23,경기도 광명시,가학동,3**,임야,자연녹지지역,-,66.00,3380,지분,-,-,-,1
201809,21,경기도 광명시,일직동,산6*,임야,개발제한구역,-,99.00,4500,지분,-,-,-,0
201809,20,경기도 광명시,하안동,산1**,임야,개발제한구역,-,82.00,1300,지분,-,-,-,0
201809,20,경기도 광명시,노온사동,산2**,임야,자연녹지지역,-,203.00,2100,지분,-,-,-,1
201809,20,경기도 광명시,가학동,산3*,임야,자연녹지지역,25m미만,40.53,969,지분,-,-,-,1
201809,19,경기도 광명시,가학동,3**,임야,자연녹지지역,-,66.00,3380,지분,-,-,-,1
201809,19,경기도 광명시,일직동,산6*,임야,개발제한구역,-,49.50,2250,지분,-,-,-,0
