연월,일,시군구,법정동,번지,지목,용도지역,도로조건,계약면적_m2,거래금액_만원,지분구분,해제일,거래유형,중개사소재지,지구포함
201810,26,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,16.50,1080,지분,-,-,-,0
201810,26,경기도 시흥시,하중동,1**,답,개발제한구역,8m미만,33.00,1400,지분,-,-,-,0
201810,26,경기도 시흥시,매화동,6**,답,개발제한구역,8m미만,3312.00,44088,,-,-,-,0
201810,26,경기도 시흥시,하중동,1**,답,개발제한구역,8m미만,125.60,5107,지분,-,-,-,0
201810,26,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,165.00,6517,지분,-,-,-,0
201810,26,경기도 시흥시,정왕동,1**,대,제1종일반주거지역,-,214.00,32500,,-,-,-,0
201810,26,경기도 시흥시,대야동,*,임야,개발제한구역,12m미만,991.74,10500,지분,-,-,-,0
201810,26,경기도 시흥시,화정동,6**,임야,자연녹지지역,-,49.50,1275,지분,-,-,-,0
201810,26,경기도 시흥시,군자동,산8*,임야,자연녹지지역,-,198.00,1665,지분,-,-,-,0
201810,26,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,661.00,8692,지분,-,-,-,0
201810,26,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,330.00,4346,지분,-,-,-,0
201810,26,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,82.00,1087,지분,-,-,-,0
201810,25,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,330.58,1182,지분,-,-,-,0
201810,25,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,99.00,3871,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,212.00,10035,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,56.00,2720,지분,-,-,-,0
201810,25,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,165.00,1695,지분,-,-,-,0
201810,25,경기도 시흥시,산현동,산4*,임야,개발제한구역,-,330.00,1100,지분,-,-,-,0
201810,25,경기도 시흥시,산현동,산2*,임야,개발제한구역,8m미만,99.00,1571,지분,-,-,-,0
201810,25,경기도 시흥시,산현동,산5*,임야,개발제한구역,8m미만,99.00,1346,지분,-,-,-,0
201810,25,경기도 시흥시,산현동,산2*,임야,개발제한구역,8m미만,165.00,2470,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,99.00,4800,지분,-,-,-,0
201810,25,경기도 시흥시,금이동,산1**,임야,개발제한구역,12m미만,165.00,1908,지분,-,-,-,1
201810,25,경기도 시흥시,금이동,산1**,임야,개발제한구역,12m미만,138.00,1870,지분,-,-,-,1
201810,25,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,99.00,1304,지분,-,-,-,0
201810,25,경기도 시흥시,정왕동,3**,전,개발제한구역,12m미만,688.00,20000,,-,-,-,0
201810,25,경기도 시흥시,미산동,4*,답,개발제한구역,8m미만,50.00,2548,지분,-,-,-,0
201810,25,경기도 시흥시,미산동,4*,답,개발제한구역,8m미만,17.00,866,지분,-,-,-,0
201810,25,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,330.58,3390,지분,-,-,-,0
201810,25,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,504.72,5153,지분,-,-,-,0
201810,25,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,33.07,339,지분,-,-,-,0
201810,25,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,99.17,1017,지분,-,-,-,0
201810,25,경기도 시흥시,미산동,4*,답,개발제한구역,8m미만,37.00,1886,지분,-,-,-,0
201810,25,경기도 시흥시,군자동,2**,전,자연녹지지역,-,462.00,25000,,-,-,-,0
201810,25,경기도 시흥시,군자동,산8*,임야,자연녹지지역,-,181.00,1590,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,33.00,1568,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,49.00,2352,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,53.00,2509,지분,-,-,-,0
201810,25,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,66.00,3136,지분,-,-,-,0
201810,24,경기도 시흥시,장현동,산8*,임야,자연녹지지역,-,165.00,2085,지분,-,-,-,0
201810,24,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,330.00,4390,지분,-,-,-,0
201810,24,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,330.00,4346,지분,-,-,-,0
201810,24,경기도 시흥시,포동,4**,답,개발제한구역,8m미만,16.50,625,지분,-,-,-,0
201810,24,경기도 시흥시,방산동,산*,임야,개발제한구역,-,231.00,9124,,-,-,-,0
201810,24,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,66.00,2607,지분,-,-,-,0
201810,24,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,50.00,1896,지분,-,-,-,0
201810,24,경기도 시흥시,거모동,산8*,임야,자연녹지지역,-,396.00,4265,지분,-,-,-,0
201810,24,경기도 시흥시,금이동,4**,대,제1종일반주거지역,8m미만,90.00,11000,지분,-,-,-,1
201810,24,경기도 시흥시,정왕동,2*,전,개발제한구역,8m미만,1324.00,30000,,-,-,-,0
201810,24,경기도 시흥시,도창동,*,전,개발제한구역,8m미만,1356.00,49000,,-,-,-,0
201810,24,경기도 시흥시,거모동,산9*,임야,개발제한구역,8m미만,519.00,5479,지분,-,-,-,0
201810,24,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,165.00,2173,지분,-,-,-,0
201810,24,경기도 시흥시,금이동,3**,임야,개발제한구역,-,79.00,2304,지분,-,-,-,1
201810,24,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,363.00,5470,지분,-,-,-,0
201810,24,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,165.00,2600,지분,-,-,-,0
201810,24,경기도 시흥시,하중동,1**,답,개발제한구역,8m미만,49.58,2058,지분,-,-,-,0
201810,24,경기도 시흥시,포동,2**,전,개발제한구역,8m미만,1507.00,44300,,-,-,-,0
201810,23,경기도 시흥시,산현동,산*,임야,개발제한구역,25m미만,33.00,1384,지분,-,-,-,0
201810,23,경기도 시흥시,하중동,1**,답,개발제한구역,8m미만,66.11,2744,지분,-,-,-,0
201810,23,경기도 시흥시,도창동,2**,답,개발제한구역,8m미만,40.00,2028,지분,-,-,-,0
201810,23,경기도 시흥시,거모동,산9*,임야,개발제한구역,8m미만,83.00,805,지분,-,-,-,0
201810,23,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,165.00,2173,지분,-,-,-,0
201810,23,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,99.00,1304,지분,-,-,-,0
201810,23,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,89.00,3519,지분,-,-,-,0
201810,23,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,281.00,10785,지분,-,-,-,0
201810,23,경기도 시흥시,거모동,산*,임야,개발제한구역,-,1320.00,15920,지분,-,-,-,0
201810,23,경기도 시흥시,포동,4**,답,개발제한구역,8m미만,165.00,4200,지분,-,-,-,0
201810,23,경기도 시흥시,매화동,산1*,임야,개발제한구역,8m미만,100.00,2100,지분,-,-,-,0
201810,23,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,99.00,1264,지분,-,-,-,0
201810,23,경기도 시흥시,조남동,산1**,임야,개발제한구역,8m미만,132.00,1660,지분,-,-,-,0
201810,22,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,33.00,1264,지분,-,-,-,0
201810,22,경기도 시흥시,정왕동,2***,대,제1종일반주거지역,-,335.50,35000,,-,-,-,0
201810,22,경기도 시흥시,월곶동,산5*,임야,개발제한구역,-,200.50,2034,지분,-,-,-,0
201810,22,경기도 시흥시,월곶동,2**,임야,개발제한구역,-,99.00,1950,지분,-,-,-,0
201810,22,경기도 시흥시,도창동,2**,답,자연녹지지역,-,16.50,900,지분,-,-,-,0
201810,22,경기도 시흥시,도창동,2**,답,자연녹지지역,-,42.50,2400,지분,-,-,-,0
201810,22,경기도 시흥시,도창동,2**,답,개발제한구역,8m미만,33.00,1590,지분,-,-,-,0
201810,22,경기도 시흥시,대야동,1*,잡종지,개발제한구역,8m미만,16.60,1000,지분,-,-,-,0
201810,22,경기도 시흥시,대야동,1*,잡종지,개발제한구역,8m미만,66.10,4000,지분,-,-,-,0
201810,22,경기도 시흥시,금이동,산1**,임야,개발제한구역,12m미만,330.00,4445,지분,-,-,-,1
201810,22,경기도 시흥시,목감동,산4*,임야,개발제한구역,-,429.00,9750,지분,-,-,-,0
201810,22,경기도 시흥시,계수동,5**,임야,자연녹지지역,-,66.00,1054,지분,-,-,-,0
201810,22,경기도 시흥시,신천동,4**,전,개발제한구역,-,846.00,20000,,-,-,-,0
201810,22,경기도 시흥시,화정동,6**,임야,자연녹지지역,-,99.00,2550,지분,-,-,-,0
201810,22,경기도 시흥시,금이동,산1**,임야,개발제한구역,12m미만,99.00,1145,지분,-,-,-,1
201810,22,경기도 시흥시,거모동,산8*,임야,개발제한구역,8m미만,132.00,1422,지분,-,-,-,0
201810,22,경기도 시흥시,능곡동,산3*,임야,자연녹지지역,-,331.00,6000,지분,-,-,-,0
201810,22,경기도 시흥시,군자동,산8*,임야,자연녹지지역,-,165.00,1445,지분,-,-,-,0
201810,22,경기도 시흥시,군자동,산8*,임야,자연녹지지역,-,165.00,1445,지분,-,-,-,0
201810,22,경기도 시흥시,군자동,산8*,임야,개발제한구역,-,330.00,2772,지분,-,-,-,0
201810,22,경기도 시흥시,장현동,산8*,임야,개발제한구역,8m미만,26.40,600,지분,-,-,-,0
201810,22,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,99.00,1304,지분,-,-,-,0
201810,22,경기도 시흥시,장현동,산8*,임야,개발제한구역,-,330.00,4346,지분,-,-,-,0
201810,22,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,66.00,2607,지분,-,-,-,0
201810,22,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,165.00,6517,지분,-,-,-,0
201810,22,경기도 시흥시,방산동,산9*,임야,개발제한구역,8m미만,331.00,4740,지분,-,-,-,0
201810,22,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,33.00,1303,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,66.00,4234,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,99.00,6000,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,3**,답,개발제한구역,8m미만,46.20,3024,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,66.00,4255,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,23.10,1512,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,3**,답,개발제한구역,8m미만,92.40,6048,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,165.00,2600,지분,-,-,-,0
201810,22,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,331.00,2390,지분,-,-,-,0
201810,22,경기도 시흥시,광석동,산*,임야,개발제한구역,8m미만,76.00,2070,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,264.00,4990,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,82.00,1559,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,165.00,3119,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,33.00,624,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,496.00,9356,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,231.00,4366,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,380.00,7173,지분,-,-,-,0
201810,20,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,132.00,2495,지분,-,-,-,0
201810,20,경기도 시흥시,월곶동,산5*,임야,개발제한구역,12m미만,89.00,948,지분,-,-,-,0
201810,19,경기도 시흥시,군자동,5**,임야,개발제한구역,8m미만,456.00,4400,,-,-,-,0
201810,19,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,165.00,1195,지분,-,-,-,0
201810,19,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,330.00,2390,지분,-,-,-,0
201810,19,경기도 시흥시,하중동,산1*,임야,개발제한구역,-,396.00,2868,지분,-,-,-,0
201810,19,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,66.00,2528,지분,-,-,-,0
201810,19,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,33.00,1303,지분,-,-,-,0
201810,19,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,397.00,15641,지분,-,-,-,0
201810,19,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,264.00,10427,지분,-,-,-,0
201810,19,경기도 시흥시,산현동,산6*,임야,개발제한구역,8m미만,66.11,780,지분,-,-,-,0
201810,19,경기도 시흥시,산현동,산4*,임야,개발제한구역,-,330.00,990,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,330.00,6300,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,99.00,1871,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,165.00,3150,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,595.00,9639,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,136.00,2531,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,165.00,3119,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,66.00,1071,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,66.00,1247,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,33.00,542,지분,-,-,-,0
201810,19,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,132.00,2495,지분,-,-,-,0
201810,19,경기도 시흥시,계수동,3**,도로,제1종일반주거지역,8m미만,142.00,8437,,-,-,-,0
201810,19,경기도 시흥시,계수동,3**,전,제1종일반주거지역,8m미만,7.00,1109,,-,-,-,0
201810,19,경기도 시흥시,대야동,산1**,임야,개발제한구역,-,472.00,4648,지분,-,-,-,0
201810,19,경기도 시흥시,월곶동,4**,전,개발제한구역,-,213.00,3520,지분,-,-,-,0
201810,19,경기도 시흥시,월곶동,산5*,임야,개발제한구역,-,330.00,3356,지분,-,-,-,0
201810,19,경기도 시흥시,월곶동,산1**,임야,개발제한구역,-,175.00,4664,지분,-,-,-,0
201810,19,경기도 시흥시,월곶동,산1**,임야,개발제한구역,-,66.00,1760,지분,-,-,-,0
201810,19,경기도 시흥시,월곶동,4**,도로,제1종일반주거지역,-,30.00,1900,,-,-,-,0
201810,18,경기도 시흥시,월곶동,5**,잡종지,개발제한구역,8m미만,34.00,2070,,-,-,-,0
201810,18,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,82.00,1544,지분,-,-,-,0
201810,18,경기도 시흥시,조남동,6**,임야,개발제한구역,-,165.00,1795,지분,-,-,-,0
201810,18,경기도 시흥시,조남동,산1**,임야,개발제한구역,8m미만,165.00,2075,지분,-,-,-,0
201810,18,경기도 시흥시,조남동,6**,임야,개발제한구역,-,99.00,1077,지분,-,-,-,0
201810,18,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,330.00,6237,지분,-,-,-,0
201810,18,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,165.00,3119,지분,-,-,-,0
201810,18,경기도 시흥시,거모동,산8*,임야,개발제한구역,-,99.17,1137,지분,-,-,-,0
201810,18,경기도 시흥시,거모동,산9*,임야,개발제한구역,8m미만,330.00,3390,지분,-,-,-,0
201810,18,경기도 시흥시,군자동,산8*,임야,개발제한구역,-,115.00,1001,지분,-,-,-,0
201810,18,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,66.00,3200,지분,-,-,-,0
201810,18,경기도 시흥시,매화동,1*,잡종지,개발제한구역,8m미만,1908.00,121170,,-,-,-,0
201810,18,경기도 시흥시,매화동,2**,묘지,제1종일반주거지역,-,570.00,72544,지분,-,-,-,0
201810,18,경기도 시흥시,매화동,산2*,임야,개발제한구역,-,475.00,8381,,-,-,-,0
201810,18,경기도 시흥시,매화동,산*,임야,개발제한구역,-,595.00,10449,,-,-,-,0
201810,18,경기도 시흥시,방산동,6**,전,제1종일반주거지역,8m미만,912.00,65000,,-,-,-,0
201810,18,경기도 시흥시,하중동,1**,답,개발제한구역,-,198.00,8820,지분,-,-,-,0
201810,18,경기도 시흥시,하중동,1**,답,개발제한구역,-,66.00,2940,지분,-,-,-,0
201810,18,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,330.00,6300,지분,-,-,-,0
201810,18,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,33.00,630,지분,-,-,-,0
201810,18,경기도 시흥시,금이동,산1**,임야,개발제한구역,-,347.10,1040,지분,-,-,-,1
201810,18,경기도 시흥시,금이동,산8*,임야,개발제한구역,-,165.29,1650,지분,-,-,-,1
201810,18,경기도 시흥시,장곡동,산5*,임야,개발제한구역,-,991.74,3156,지분,-,-,-,0
201810,18,경기도 시흥시,목감동,산5*,임야,개발제한구역,8m미만,2509.00,30360,,-,-,-,0
201810,18,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,165.00,2600,지분,-,-,-,0
201810,18,경기도 시흥시,월곶동,5**,잡종지,개발제한구역,8m미만,107.00,6513,,-,-,-,0
201810,18,경기도 시흥시,월곶동,5**,잡종지,개발제한구역,8m미만,1.00,61,,-,-,-,0
201810,17,경기도 시흥시,월곶동,4**,묘지,개발제한구역,8m미만,110.00,2885,,-,-,-,0
201810,17,경기도 시흥시,미산동,1**,전,자연녹지지역,-,876.00,28600,,-,-,-,0
201810,17,경기도 시흥시,미산동,1**,전,자연녹지지역,-,430.00,18850,,-,-,-,0
201810,17,경기도 시흥시,목감동,*,대,개발제한구역,25m미만,1.91,120,지분,-,-,-,0
201810,17,경기도 시흥시,거모동,산8*,임야,개발제한구역,-,66.11,758,지분,-,-,-,0
201810,17,경기도 시흥시,조남동,산1**,임야,개발제한구역,8m미만,330.00,1832,지분,-,-,-,0
201810,17,경기도 시흥시,포동,산*,임야,개발제한구역,-,3273.00,16300,,-,-,-,0
201810,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,8m미만,33.53,390,지분,-,-,-,0
201810,17,경기도 시흥시,물왕동,산*,임야,개발제한구역,-,337.20,1010,지분,-,-,-,0
201810,17,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,347.00,5198,지분,-,-,-,0
201810,17,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,165.00,2600,지분,-,-,-,0
201810,17,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,33.00,1303,지분,-,-,-,0
201810,17,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,33.00,1990,지분,-,-,-,0
201810,17,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,33.00,2090,지분,-,-,-,0
201810,17,경기도 시흥시,대야동,산1**,임야,개발제한구역,-,50.00,478,지분,-,-,-,0
201810,17,경기도 시흥시,도창동,2**,답,자연녹지지역,-,20.00,1110,지분,-,-,-,0
201810,17,경기도 시흥시,월곶동,4**,도로,제1종일반주거지역,8m미만,14.00,446,,-,-,-,0
201810,17,경기도 시흥시,금이동,산8*,임야,개발제한구역,-,165.29,1650,지분,-,-,-,1
201810,17,경기도 시흥시,금이동,산8*,임야,개발제한구역,-,102.00,1023,지분,-,-,-,1
201810,17,경기도 시흥시,금이동,산8*,임야,개발제한구역,-,198.00,1980,지분,-,-,-,1
201810,16,경기도 시흥시,금이동,산8*,임야,개발제한구역,-,198.00,1980,지분,-,-,-,1
201810,16,경기도 시흥시,무지내동,1**,대,제1종일반주거지역,12m미만,94.00,14200,지분,-,-,-,1
201810,16,경기도 시흥시,군자동,산8*,임야,개발제한구역,-,330.00,2890,지분,-,-,-,0
201810,16,경기도 시흥시,거모동,산8*,임야,개발제한구역,-,99.17,1137,지분,-,-,-,0
201810,16,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,99.00,3793,지분,-,-,-,0
201810,16,경기도 시흥시,과림동,산2*,임야,개발제한구역,-,1704.00,20423,,-,-,-,1
201810,16,경기도 시흥시,과림동,산2*,임야,개발제한구역,8m미만,43.00,577,지분,-,-,-,1
201810,16,경기도 시흥시,산현동,산*,임야,개발제한구역,25m미만,29.00,1208,지분,-,-,-,0
201810,16,경기도 시흥시,도창동,3**,답,개발제한구역,8m미만,2362.00,71450,,-,-,-,0
201810,16,경기도 시흥시,월곶동,산5*,임야,개발제한구역,12m미만,53919.00,228340,,-,-,-,0
201810,16,경기도 시흥시,하중동,1**,답,개발제한구역,8m미만,72.73,3018,지분,-,-,-,0
201810,16,경기도 시흥시,하중동,1**,답,개발제한구역,-,132.00,5880,지분,-,-,-,0
201810,16,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,66.03,678,지분,-,-,-,0
201810,16,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,99.00,1560,지분,-,-,-,0
201810,16,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,132.00,1994,지분,-,-,-,0
201810,16,경기도 시흥시,정왕동,2**,대,제1종일반주거지역,8m미만,691.00,74790,,-,-,-,0
201810,16,경기도 시흥시,정왕동,2**,대,제1종일반주거지역,8m미만,608.00,62760,,-,-,-,0
201810,16,경기도 시흥시,금이동,산1**,임야,개발제한구역,12m미만,231.00,3112,지분,-,-,-,1
201810,16,경기도 시흥시,금이동,산8*,임야,개발제한구역,-,165.00,1650,지분,-,-,-,1
201810,16,경기도 시흥시,금이동,산1**,임야,개발제한구역,12m미만,99.00,1347,지분,-,-,-,1
201810,15,경기도 시흥시,도창동,6*,전,개발제한구역,8m미만,99.00,8673,지분,-,-,-,0
201810,15,경기도 시흥시,장현동,산2*,임야,개발제한구역,8m미만,99.00,3900,지분,-,-,-,0
201810,15,경기도 시흥시,미산동,4*,답,개발제한구역,8m미만,70.00,3567,지분,-,-,-,0
201810,15,경기도 시흥시,미산동,4*,답,개발제한구역,8m미만,18.00,917,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,330.00,4950,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,231.00,3465,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,49.00,2793,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,1**,답,개발제한구역,8m미만,132.23,5488,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,3**,답,개발제한구역,8m미만,33.00,1998,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,66.00,3724,지분,-,-,-,0
201810,15,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,66.00,3686,지분,-,-,-,0
201810,15,경기도 시흥시,미산동,4*,답,개발제한구역,8m미만,40.00,2038,지분,-,-,-,0
201810,15,경기도 시흥시,미산동,3**,도로,제1종일반주거지역,8m미만,26.00,1100,,-,-,-,0
201810,15,경기도 시흥시,월곶동,산1**,임야,개발제한구역,-,66.00,810,지분,-,-,-,0
201810,15,경기도 시흥시,논곡동,8*,잡종지,개발제한구역,8m미만,198.00,14700,,-,-,-,0
201810,15,경기도 시흥시,목감동,산5*,임야,개발제한구역,8m미만,1099.00,10000,,-,-,-,0
201810,15,경기도 시흥시,계수동,5**,임야,자연녹지지역,-,115.00,2024,지분,-,-,-,0
201810,15,경기도 시흥시,계수동,5**,임야,자연녹지지역,-,155.00,2357,지분,-,-,-,0
201810,15,경기도 시흥시,계수동,5**,임야,자연녹지지역,-,281.00,4915,지분,-,-,-,0
201810,15,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,50.00,1936,지분,-,-,-,0
201810,15,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,83.00,3161,지분,-,-,-,0
201810,15,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,99.00,3832,지분,-,-,-,0
201810,15,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,66.00,2607,지분,-,-,-,0
201810,15,경기도 시흥시,산현동,산4*,임야,개발제한구역,-,888.00,2971,지분,-,-,-,0
201810,13,경기도 시흥시,능곡동,산3*,임야,자연녹지지역,-,495.00,9000,지분,-,-,-,0
201810,12,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,105.00,1996,지분,-,-,-,0
201810,12,경기도 시흥시,논곡동,2**,전,개발제한구역,8m미만,256.00,7700,,-,-,-,0
201810,12,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,132.00,2470,지분,-,-,-,0
201810,12,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,178.00,2673,지분,-,-,-,0
201810,12,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,83.00,1559,지분,-,-,-,0
201810,12,경기도 시흥시,과림동,산4*,임야,자연녹지지역,-,40.00,1152,지분,-,-,-,1
201810,12,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,99.00,1871,지분,-,-,-,0
201810,12,경기도 시흥시,화정동,6**,임야,자연녹지지역,-,49.50,1275,지분,-,-,-,0
201810,12,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,165.00,3119,지분,-,-,-,0
201810,12,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,429.00,6435,지분,-,-,-,0
201810,12,경기도 시흥시,하중동,6**,답,개발제한구역,8m미만,50.00,2793,지분,-,-,-,0
201810,12,경기도 시흥시,조남동,6**,임야,자연녹지지역,-,330.00,3590,지분,-,-,-,0
201810,12,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,331.00,2842,지분,-,-,-,0
201810,12,경기도 시흥시,정왕동,4**,답,개발제한구역,-,3088.00,46700,,-,-,-,0
201810,12,경기도 시흥시,금이동,3**,임야,개발제한구역,-,109.00,3168,지분,-,-,-,1
201810,12,경기도 시흥시,금이동,3**,임야,개발제한구역,-,17.00,480,지분,-,-,-,1
201810,12,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,33.00,1303,지분,-,-,-,0
201810,12,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,231.00,8849,지분,-,-,-,0
201810,12,경기도 시흥시,산현동,산*,임야,개발제한구역,25m미만,26.00,1083,지분,-,-,-,0
201810,12,경기도 시흥시,산현동,산*,임야,개발제한구역,25m미만,76.00,3188,지분,-,-,-,0
201810,12,경기도 시흥시,도창동,9*,임야,개발제한구역,8m미만,33.00,2793,지분,-,-,-,0
201810,12,경기도 시흥시,도창동,7*,과수원,개발제한구역,-,66.00,5000,지분,-,-,-,0
201810,12,경기도 시흥시,군자동,산8*,임야,자연녹지지역,-,330.00,2861,지분,-,-,-,0
201810,11,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,106.00,5018,지분,-,-,-,0
201810,11,경기도 시흥시,도창동,1**,임야,자연녹지지역,-,826.00,8100,,-,-,-,0
201810,11,경기도 시흥시,하중동,산2*,임야,개발제한구역,-,66.00,1047,지분,-,-,-,0
201810,11,경기도 시흥시,군자동,산8*,임야,자연녹지지역,-,330.00,2861,지분,-,-,-,0
201810,11,경기도 시흥시,도창동,1**,임야,개발제한구역,8m미만,827.00,8100,,-,-,-,0
